transcription,rewritten_transcript,translation,decoded_phonemes,split
wɛ̌ nɛ̀ bàcʊ̂ḿ ŋɛ́ɽɛ̀ðè ŋárt̪ɛ̀ kámàɽà ŋìðìní árá nà rámnɛ̀t̪ɛ̀ t̪á pò,wɛ̌n nɛ̀ bàcʊ̂m ŋə́nɛ̀ðɛ̀ ŋáɾt̪ɛ̀ kámàɽà ŋìðɛ̀ní áɾá nà rámɔ̀nɛ̀t̪ɛ̀ t̪á pɔ̀,"Then the foxed asked him, he said: friend hare, why are you so weak/thin like this?",w e n b a k o e r ð e ŋ ɾ t̪ e k a m a l a ŋ e i a r a n a r a m n e t̪ e t̪ a p o,test
ðówɛ̀,ðówɛ́,stick,v o e,test
nájínò,ná jínɔ̀,Parts of: These wild cats eat at night,n a n o,test
nájínò,ná jínɔ̀,n/a,n a n o,test
ŋámɽáɾè,ŋál áɾɛ̀,n/a,ŋ a m l a r e,test
lìjìnɔ̀,lìjìnɔ̀,Parts of: They ate a lot yesterday,l i n o,test
lìjìnɔ́,lìjìnɔ́,Parts of: They ate a lot yesterday,l i o,test
lìjìnɔ́,lìjìnɔ́,n/a,l i n o,test
lìjìnɔ́,lìjìnɔ́,n/a,ɡ l i n o,test
làðíjînɔ̀,lá ðíjìnɔ̀,Parts of: These people are eating a lot (right now),l a ð i n o,test
nàvlà,nàvlà,cats,n a v l a,test
ɔ́dɔ́ ìŋnà,ɔ́dɔ́ ə̀ŋná,Build a house!,o d̪ o e ŋ n a,test
ɔ́dɔ́ ìŋnà,ɔ́dɔ́ ə̀ŋná,n/a,ɔ d̪ o ɪ ŋ n a,test
ɔ̀dá ìŋnà,ɔ̀dá ə̀ŋná,Build a house! (far away),ɔ d̪ a ɛ ŋ l ə,test
ɔ̀dá ìŋnà,ɔ̀dá ə̀ŋná,n/a,ɔ d̪ a ɛ ŋ n a,test
lɔ́dɛ̀,lɔ́dɛ̀,Parts of: They built a house yesterday (and left),l o d̪ e,test
lɔ́dɛ̀,lɔ́dɛ̀,n/a,l o d̪ e,test
lɔ́dɔ́,lɔ́dɔ́,Parts of: They will build a house tomorrow (far away),l o d̪ o,test
lɔ́dɔ́,lɔ́dɔ́,n/a,l ɔ d̪ o,test
kɔ́t̪ɔ́ ùnì,kɔ́t̪ɔ́ ònì,Weave a basket!,k o t̪ o o n i,test
kɔ́t̪ɔ́ ùnì,kɔ́t̪ɔ́ ònì,n/a,t̪ ɔ o n i,test
ùnì,ònì,basket,o n e,test
ùnì,ònì,n/a,ɔ n,test
kɔ̀t̪á ùnì,kɔ̀t̪á ònì,Weave a basket! (far away),k a t̪ a o n e,test
kɔ̀t̪á ùnì,kɔ̀t̪á ònì,n/a,k o t̪ a o n i,test
lákɔ́t̪ǎ,lá kɔ́t̪à,Parts of: They will weave a basket tomorrow,l ɔ k ɔ t̪ a,test
úrmʊ́ðɔ̂,úrmúðɔ́,Parts of: Laugh now!,o r m u ð,test
úrmʊ́ðɔ̂,úrmúðɔ́,n/a,ɔ r m u l ð o,test
úrmʊ́ðɔ̂ɔ́,úrmúðɔ́,Parts of: Laugh now!,o ɾ m u ð ɔ,test
lòlò,lòló,elbow,l o l o,test
lòlá,lòlá,elbow,l o l a,test
ðɔ́ndɔ̌,ðɔ́ndɔ̀,gourd,d̪ o n d o,test
wɛ́ nì ŋìðìní ártɛ̀ bàcʊ́mŋó àn t̪ólé ɟâ káŋîðìɲɔ̀cɔ̀ ðíjà ɛ̀ðɛ́,rɛ́ nì ŋìðɛ̀ní áɾt̪ɛ̀ bàcʊ́mɛ́ àn t̪ólé áɟà káŋɛ̂ ðìjɔ̀cɔ̀ ðíjà ɛ̀ðɛ̀,"Then the hare said to the fox: “it is because of my friend lion. He has been denying me food.""",w e n ŋ n e a r t̪ b a t ɔ m o a t̪ o l e ɟ a k a ŋ ɡ i ð n e t ð i a e ð e,test
náŋ íjɛ̀ ɛ̀ðɛ̀ tásá,náŋà íjɛ̀ ɛ̀ðɛ̀ tósà,He eats all the meat,j a n a ŋ e e ð e t a s a,test
náŋ íjɛ̀ ɛ̀ðɛ̀ tásá,náŋà íjɛ̀ ɛ̀ðɛ̀ tósà,n/a,n a ŋ e e ð t a s ə,test
ɲó nírɛ̀mnɛ̀t̪ɛ̀ t̪à,ɲá nɔ́rnɛ̀t̪ɛ̀ t̪à,...so weak,ɲ o n e ɾ a m n e t̪ e t̪ a,test
náŋ íjɛ̀ náŋ íjɛ̀ náŋ íjɛ̀ ɛ̀ðɛ̀ tásá,náŋà íjɛ̀ náŋà íjɛ̀ náŋà íjɛ̀ ɛ̀ðɛ̀ tósà,He eats all the meat,n a ŋ ɪ e n a ŋ n a ŋ i e e ð t a s a,test
náŋ íjɛ̀ ɛ̀ðɛ̀ tásá,náŋà íjɛ̀ ɛ̀ðɛ̀ tósà,He eats all the meat,n a ŋ ɡ e e ð e t a s a,test
ɲó nírɛ̀mnɛ̀t̪ɛ̀ t̪à,ɲá nɔ́rnɛ̀t̪ɛ̀ t̪à,n/a,ɲ o n e m n e t̪ e t̪ a,test
náŋ íjɛ̀ ɛ̀ðɛ̀ tásá,náŋà íjɛ̀ ɛ̀ðɛ̀ tósà,n/a,n a ɡ i e e ð e t a s a j o s,test
ɔ̀ɽá t̪ə̀màn,ɔ̀ɽá t̪ə̀mànà,n/a,ɔ l d a t̪ m a n,test
ɔ̀ɽá t̪ə̀màn,ɔ̀ɽá t̪ə̀mànà,n/a,ɔ d a m a n,test
nùr,nùrɔ̀,Parts of: Go out from the house!,n o r,test
mìɲàt̪á nùr,mìɲàt̪á nùrɔ̀,"Yeah, 'come outside of the house! (towards speaker)'",m ɲ a t̪ a n o r,test
míɲɔ́ ɛ̀ɽɛ̀,míɲɔ́ ɛ́ɽɛ́,Go out from the house,m a ɲ a a d,test
míɲɔ́ ɛ̀ɽɛ̀,míɲɔ́ ɛ́ɽɛ́,n/a,m ɲ o a ɾ e,test
míɲɔ́ ɛ̀ɽɛ̀,míɲɔ́ ɛ́ɽɛ́,n/a,m e j d e,test
míɲɔ́ ɛ̀ɽɛ̀,míɲɔ́ ɛ́ɽɛ́,n/a,m ɲ ɔ ɛ l e,test
mìɲá ɛ̀ɽɛ̀,mìɲá ɛ́ɽɛ́,Come out from the house,m ɲ a a l e,test
míɲɔ́ ɛ̀ɽɛ̀,míɲɔ́ ɛ́ɽɛ́,n/a,m e ɲ o a l e,test
mìɲá ɛ̀ɽɛ̀,mìɲá ɛ́ɽɛ́,n/a,m i ɲ a ɛ l e,test
mìɲá ɛ̀ɽɛ̀,mìɲá ɛ́ɽɛ́,n/a,p i ɲ a a ɾ,test
míɲɔ́ ɛ̀ɽɛ̀,míɲɔ́ ɛ́ɽɛ́,n/a,m ɲ o e l e,test
míɲɔ́ ɛ̀ɽɛ̀,míɲɔ́ ɛ́ɽɛ́,n/a,m i ɲ o ɾ ɛ l e,test
làmíɲɛ̀ ɛ̀ɽɛ́,là míɲɛ̀ ɛ́ɽɛ́,'They went out of the house',l a m ɲ e r e,test
àpá sùɽù,àpá súɽú,Bring the beer (towards speaker),a p a s o l,test
ápɔ́ súɽù,ápɔ́ súɽú,Bring the beer (away from speaker),a p ɔ s o l o,test
t̪ɔ́ ŋàn,t̪ɔ́ ŋán,Drink milk!,t̪ o m a n,test
t̪ɔ́ ŋàn,t̪ɔ́ ŋán,n/a,t̪ ɔ a,test
t̪ɔ́ ŋàn,t̪ɔ́ ŋán,n/a,t̪ ɔ ŋ a n,test
t̪ɔ́ ŋàn,t̪ɔ́ ŋán,n/a,d̪ o ŋ a e,test
t̪ɔ́ ŋàn,t̪ɔ́ ŋán,n/a,t̪ o ŋ a n,test
t̪ɔ̌ ŋàn,t̪ɔ̀ ŋán,Drink milk!,t̪ o ŋ a n,test
t̪ɔ́ ŋàn,t̪ɔ́ ŋán,n/a,t̪ a l a n,test
ndó nì,ǹdó nì,Sleep here!,d o n e,test
ndó nì,ǹdó nì,n/a,d o n e,test
ndó jû,ǹdó jû,Sleep there!,d o j o,test
ndǎ jû,ńdà jû,Sleep there! (far away),d a j o,test
ndǎ jû,ńdà jû,n/a,d a j u,test
ndó jû,ǹdó jû,n/a,r o j u,test
ndǎ jû,ńdà jû,n/a,d a u,test
ndǎ jû,ńdà jû,n/a,d a u,test
lǎndì nì,là ńdì nì,They slept here (and left),l a n d̪ e n e,test
tútɔ̀,tútɔ̀,n/a,s o t̪ o,test
làtútɛ̀,là tútɛ̀,They coughed a lot yesterday (and left),l a t u t e,test
ŋácí,ŋácí,give!,n a c i,test
ŋàcá,ŋàcá,give! (far away),ŋ a c a j,test
lídì,lídì,n/a,l i d ɪ,test
àɽàŋgàɾ,àɽàŋgár,n/a,a l a ŋ ɡ a r,test
íwɜ̀jnɔ́,wàjìnɔ́,I washed/took a shower,i u e n o,test
jɛ́wɜ̀jnɔ́,jɛ́wàjìnɔ́,I washed/took a shower,j e w e n o,test
tá lə̀ɽá,tá làɽá,the head is big,t̪ a r a,test
tá lə̀ɽá,tá làɽá,n/a,t a r a,test
tá lə̀ɽà,tá lə̀ɽà,the head is big,t a l ɾ a,test
ɛ̀là,ɛ̀là,n/a,ɛ l a,test
ɛ̀lá dùn,ɛ̀là dún,Come home!,e l a d̪ u n,test
ɛ̀lá dùn,ɛ̀là dún,n/a,ɛ l a d u n,test
ɛ̀lá dùn,ɛ̀là dún,n/a,ɛ l a d̪ o n,test
ɛ̀lá dùn,ɛ̀là dún,n/a,l a d̪ u n,test
ɛ̀lá dùn,ɛ̀là dún,n/a,e l a ð o n,test
bú dùn,bú dún,Go home!,b o d o n,test
bú dùn,bú dún,n/a,b o d o n,test
jɛ̂t̪ɔ́,jɛ́t̪ɔ́,I came,e t̪ ɔ,test
jɛ̂t̪ɔ́ dùn,jɛ́t̪ɔ́ dún,I came home,j e t̪ a d ʊ n,test
jɛ̂t̪ɔ́ dùn,jɛ́t̪ɔ́ dún,n/a,ɛ t̪ a d u m,test
ánt̪ɔ́ ɛ́ɽɛ̀,áɔ̀nt̪ɔ́ ɛ́ɽɛ́,Go inside the house!,a ŋ t̪ a e r e,test
ánt̪ɔ́ ɛ́ɽɛ̀,áɔ̀nt̪ɔ́ ɛ́ɽɛ́,n/a,a n t̪ o e r e,test
ánt̪ɔ́ ɛ́ɽɛ̀,áɔ̀nt̪ɔ́ ɛ́ɽɛ́,n/a,ə ŋ t̪ o a b e,test
ànt̪ɔ́ ɛ́ɽɛ̀,áɔ̀nt̪ɔ́ ɛ́ɽɛ́,Come inside the house!,ə n t̪ a a ɾ e,test
ánt̪ɔ́ ɛ́ɽɛ̀,áɔ̀nt̪ɔ́ ɛ́ɽɛ́,n/a,ɔ n t̪ ɔ ɛ l e,test
ànt̪ɔ́ ɛ́ɽɛ̀,áɔ̀nt̪ɔ́ ɛ́ɽɛ́,n/a,o ŋ t̪ o a l e,test
ànt̪ɔ́ ɛ́ɽɛ̀,áɔ̀nt̪ɔ́ ɛ́ɽɛ́,n/a,a n t̪ o a l e,test
ànt̪ɔ́ ɛ́ɽɛ̀,áɔ̀nt̪ɔ́ ɛ́ɽɛ́,n/a,a n t̪ o e b ɾ e,test
ánt̪ɔ́ ɛ́ɽɛ̀,áɔ̀nt̪ɔ́ ɛ́ɽɛ́,n/a,ɔ n t̪ ɔ l,test
ànt̪ɔ́ ɛ́ɽɛ̀,áɔ̀nt̪ɔ́ ɛ́ɽɛ́,n/a,o n t̪ o ɾ,test
ànt̪ɔ́ ɛ́ɽɛ̀,áɔ̀nt̪ɔ́ ɛ́ɽɛ́,n/a,ə m t̪ o a ɾ a,test
ánt̪ɔ́ ɛ́ɽɛ̀,áɔ̀nt̪ɔ́ ɛ́ɽɛ́,Go inside the house!,ɔ n t̪ o a l e,test
ánt̪ɔ́ ɛ́ɽɛ̀,áɔ̀nt̪ɔ́ ɛ́ɽɛ́,n/a,ə n t̪ ɔ a ɾ e,test
ànt̪ɔ́ ɛ́ɽɛ̀,áɔ̀nt̪ɔ́ ɛ́ɽɛ́,Come inside the house!,a m t̪ o ɛ l e,test
ànt̪ɔ́ ɛ́ɽɛ̀,áɔ̀nt̪ɔ́ ɛ́ɽɛ́,n/a,a n t̪ o a l e,test
là ɜ́ntɛ̀,là ánt̪ɛ̀,Parts of: They went into the house,l a a n t̪ e,test
lâànt̪ɔ́,lá àvt̪ɔ́,Parts of: They will go into the house tomorrow,l a n t̪ o,test
lâànt̪ɔ́,lá àvt̪ɔ́,n/a,l a n t̪ o,test
lá ànt̪ɔ́,lá áɔ̀nt̪ɔ́,Parts of: They will come into the house tomorrow,l a a n t̪ o,test
lá ánt̪ɔ̀,lá ánt̪ɔ̀,Parts of: They will go into the house tomorrow,l a n p o,test
lâànt̪ɔ́,lá àvt̪ɔ́,n/a,l a n t̪ o,test
lâànt̪ɔ́,lá àvt̪ɔ́,n/a,l a n t̪ o,test
lâànt̪ɔ́,lá àvt̪ɔ́,n/a,l a n t̪ o,test
lánt̪ɔ̀,lá ɔ́nt̪ɔ̀,Parts of: They will go into the house tomorrow,l a n t̪ o,test
lánt̪ɔ̀ ɛ̀ɽɛ̀,lá ɔ́nt̪ɔ̀ ɛ́ɽɛ́,They will go into the house,l a n t̪ o e l e,test
ɔ́ɽcì,úɽcì,jump,k o r ʃ e,test
ɔ́ɽcì,úɽcì,n/a,o r c e,test
làvə́lɛ̂cì,là və́lɛ̀cì,Parts of: They visited Kuku yesterday,l e v l e c i,test
lɛ̀ɽàɲìðɔ̌,lə̀ɽàɲìðú,They felt sorry,l a l a ɲ e ð o,test
bú árɛ́ árt̪ɛ̀,bú áré áɾt̪ɛ̀,Go and say,b u a r e a r t̪ e,test
bú árt̪ɛ̀,bú áɾt̪ɛ̀,Go and say,b o a r t̪ e,test
bú árt̪ɛ̀,bú áɾt̪ɛ̀,n/a,o a t̪ e,test
t̪ɔ̀lêŋ́,t̪òlé,n/a,p ɔ l ɛ ŋ,test
t̪ɔ̀lèɲáŋ t̪á,t̪òlèɲá t̪á,n/a,t̪ ɔ l ɲ ɛ t̪ a,test
lɔ́mɛ̀,lɔ́mɛ́,rain,l o m e,test
vɜ̀ɽì,vɜ́ɽì,return (an object),v ɛ r i,test
vɜ́ɽí àdàm,vɜ́ɽí àdám,n/a,v ɛ ɾ i a d̪ a m,test
vɜ̀ɽɔ́ àdàm,vɜ̀ɽɔ́ àdám,Return the book (from far away),l o a d̪ a m,test
vɜ̀ɽɔ́ àdàm,vɜ̀ɽɔ́ àdám,n/a,v o l ɔ a d̪ a,test
vɜ̀ɽɔ́ àdàm,vɜ̀ɽɔ́ àdám,n/a,v o l o a d̪ a,test
ɔ́ɽɟɛ́cí,ɔ́ɽɟɛ́cí,help,a l ɟ e k i,test
ɔ́ɽɟɛ́cí,ɔ́ɽɟɛ́cí,n/a,ɔ l ɡ ɛ ʔ i,test
ɛ́ɽðó,ɛ́ɽðó,ask,ɛ r ð o,test
ɛ́ɽðó,ɛ́ɽðó,n/a,ɛ l e ð o,test
ɛ́ɽðó,ɛ́ɽðó,n/a,ɛ ɾ ð o,test
làɛ́ɽðì ɛ̀vàɾt̪à,là ɛ́ɽðì ɛ̀vàɾt̪à,n/a,p l a ɾ ð e v a ɾ t̪ ə,test
làɛ́ɽðì ɛ̀vàɾt̪à,là ɛ́ɽðì ɛ̀vàɾt̪à,n/a,l a r ð i e v a r t̪ a,test
làɛ́ɽðì ɛ̀vàɾt̪à,là ɛ́ɽðì ɛ̀vàɾt̪à,n/a,l a ð ə e v a p a,test
kàró,kàɾó,Said,a r o,test
érá,ɛ́ɾá,ask (why),ɛ r a,test
làíjɛ̌,là íjɛ̀,Parts of: They ate meat yesterday (and left).,l a j e,test
ðàjɛ́ðì,ðà jíðì,Parts of: Hyena bit a lot yesterday (and left).,v a ɛ v e,test
làíðɛ̌,lá ðɛ̀,Parts of: They made fire yesterday (and left).,l a i ð e,test
làíðɛ̌,lá ðɛ̀,n/a,l a ɪ ð a,test
làmɛ́ðɛ̀,là mɛ́ðɛ̀,Parts of: They made rope yesterday (and left).,l a m ɛ ð e,test
làmɛ́ðɛ̀,là mɛ́ðɛ̀,n/a,l a m ɛ ð e,test
lɜ̀ ɜ́dì,là ádì,Parts of: They touched the stone yesterday (and left).,l a a d i,test
lɜ̀ ɜ́dì,là ádì,n/a,l a a d i,test
là àd̪úɾì,là úɾì,Parts of: They stopped yesterday (and left).,l a a d̪ u r ɪ,test
dúrû,dúrû,stop!,d̪ o r o,test
ádùrú,áùrú,You stopped,a d̪ o r o,test
làd̪úɾǐ,lúɾì,n/a,l a d̪ u r ɪ,test
là àd̪úɾǐ,là úɾì,n/a,l a d̪ u r e,test
làd̪úɾǐ,lúɾì,n/a,l a d̪ o r e,test
là d̪úɾǐ,là lúɾì,Parts of: They stopped yesterday (and left).,l a t̪ u r ɪ,test
là àd̪úɾǐ,là úɾì,n/a,l a d̪ o r ɪ,test
làd̪úɾì,lúɾì,Parts of: They stopped yesterday (and left).,a d̪ o r ɪ,test
làd̪úɾì,lúɾì,n/a,n a d̪ v l i,test
làjínɛ̀,là jínɛ̀,eat a lot,a i n a,test
làínd̪ɛ̀t̪ɛ̌,là índ̪ɛ̀t̪ɛ̀,Parts of: They found the cat yesterday (and left).,l a j n d̪ ə t̪ e,test
lǎmìɲǐ,làmìɲì,Parts of: They liked the rain yesterday (and left).,l a m ɲ e,test
lǎmìɲì,làmìɲì,Parts of: They liked the rain yesterday (and left).,l a m n i,test
áŋú,áŋú,see!,a ŋ o,test
áŋú,áŋú,n/a,a m o,test
ŋə̀mìɲàt̪ɔ́ ásá,ŋə̀mìɲàt̪ɔ́ álá,"‘it (rabbit) has come out, revealed itself’",ɲ a t̪ o a s a,test
ŋə̀mìɲàt̪ɔ́ ásá,ŋə̀mìɲàt̪ɔ́ álá,n/a,m i a t a a s a t,test
ŋə̀mìɲàt̪ɔ́ ásá,ŋə̀mìɲàt̪ɔ́ álá,n/a,m ɲ a t̪ a a s a,test
làŋú,làŋú,they saw...,l a ŋ o,test
làŋú,làŋú,n/a,l a ŋ o,test
áŋú,áŋú,n/a,a,test
nɔ́nɔ̀,nɔ́nɔ́,to look at,n a n o,test
nɔ́nɔ̀,nɔ́nɔ́,n/a,n a n a,test
nɔ̀ŋnɔ̀,nɔ̀ŋcɔ̀,n/a,n a m a,test
nɔ̀ŋnɔ̀,nɔ̀ŋcɔ̀,n/a,n a n ɔ,test
lɛ̀bùlú,lə̀bɔ̀lú,they wrestled,l e b u n o,test
bɔ́lɔ́,bɔ́lɔ́,wrestle!,b o n o,test
bɔ́lɔ̀,bɔ́lɔ̀,wrestle!,b ɔ n o,test
bɔ̀là,bɔ́là,wrestle! (far),b o l a,test
bùlà,bùlà,wrestle! (far),b o l a,test
bɔ̀lá,bɔ̀lá,wrestle! (far),b o l a,test
bɔ́lɔ́,bɔ́lɔ́,n/a,b o l o,test
lɛ̀bùlú,lə̀bɔ̀lú,n/a,l e b o l o,test
lábúlà,lá bɔ́là,n/a,l a b o l a,test
lábùlú,lá bùlí,They will wrestle (far),l a b o l o,test
lábùlú,lá bùlí,n/a,l a b o n o,test
lábùlú,lá bùlí,n/a,l a b o l o,test
lábùlú,lá bùlí,n/a,a b o n o,test
lɛ̀bùlú,lə̀bɔ̀lú,n/a,l a b o l o,test
lɛ̀bùlú,lə̀bɔ̀lú,n/a,a b u n o,test
ŋácí,ŋácí,n/a,n a c i,test
làrdɔ́,lá r̀dɔ́,cows,l a d̪ o,test
làrdɔ́,lá r̀dɔ́,n/a,l a r d̪ o,test
làrdɔ́,lá r̀dɔ́,n/a,n a r d̪ o,test
làrdɔ́,lá r̀dɔ́,n/a,l a r d̪ o,test
lɛ̀ŋàt̪ɔ́,lə̀ŋàt̪ɔ́,they taste...,l e m a t̪ o,test
ŋácí,ŋácí,n/a,n a c i,test
ŋácí,ŋácí,n/a,n a c i,test
ŋácí,ŋácí,n/a,n a t̪ i,test
ŋàcá,ŋàcá,n/a,n a c a,test
làŋó,làŋɔ́,they saw,l a m o,test
nánó,ná ǹɔ́,look,n a n a,test
nɔ̀ŋnɔ̀,nɔ̀ŋcɔ̀,n/a,n a n a,test
nɔ̀ŋnɔ̀,nɔ̀ŋcɔ̀,n/a,n ɔ n o,test
áŋó,áŋú,n/a,a ŋ,test
lɛ̀bɔ̀lɛ,lə̀bɔ̀lú,n/a,l a b o l e,test
lɛ̀bɔ̀lɔ́,lɛ́ bɔ̀lú,wrestle,l ɛ p ʊ l ɔ,test
bɔ́lɔ́,bɔ́lɔ́,n/a,b o l o,test
bɔ̀lá,bɔ̀lá,n/a,b o n a,test
lɛ̀bɔ̀lɔ́,lɛ́ bɔ̀lú,n/a,e b o n o,test
làrdɔ́,lá r̀dɔ́,n/a,l a d̪ o,test
làrdɔ́,lá r̀dɔ́,n/a,l a r d̪ a,test
jáít̪ɔ́,já ít̪ɔ̀,‘chew meat for someone!’,i a t̪ e,test
jáít̪ɔ́,já ít̪ɔ̀,n/a,j ɛ i t̪ ɔ,test
jáít̪ɔ́ ɛ́ðɛ̀,já ít̪ɔ̀ ɛ́ðɛ̀,‘chew meat for someone!’ ,j a i t̪ o e v ɛ,test
jáít̪ɔ́ ɛ́ðɛ̀,já ít̪ɔ̀ ɛ́ðɛ̀,n/a,i a t̪ a ɛ l,test
jáít̪ɔ́ ɛ́ðɛ̀,já ít̪ɔ̀ ɛ́ðɛ̀,n/a,i a t̪ o e l e,test
jàìt̪ɔ́ ɛ́ðɛ̀,já ìt̪ɔ́ ɛ́ðɛ̀,n/a,i a j t̪ a ə v ɛ,test
lùrnɔ̀,lùrnɔ̀,n/a,l o r n a,test
íját̪ɔ́ ɛ̀ðɛ̀,íját̪ɔ́ ɛ̀ðɛ̀,eat the meat (someone else’s)!,i a t̪ a ɛ ð e,test
íját̪ɔ́ ɛ̀ðɛ̀,íját̪ɔ́ ɛ̀ðɛ̀,n/a,j a t̪ a i ð e,test
íját̪ɔ́ ɛ̀ðɛ̀,íját̪ɔ́ ɛ̀ðɛ̀,n/a,j a t̪ o ɛ ɾ e,test
ìjàt̪á ɛ̀ðɛ̀,ìjàt̪á ɛ̀ðɛ̀,eat the meat (someone else’s) far!,j a t̪ a e ð e,test
jáít̪ɔ́ ɛ̀ðɛ̀,já ít̪ɔ̀ ɛ̀ðɛ̀,‘chew meat for someone!’,j a t̪ a e ɾ e,test
jáít̪ɔ́ ɛ̀ðɛ̀,já ít̪ɔ̀ ɛ̀ðɛ̀,n/a,i a i t ɔ e l,test
jáít̪ɔ́ ɛ̀ðɛ̀,já ít̪ɔ̀ ɛ̀ðɛ̀,n/a,j e i t̪ a ɛ ð e,test
jáít̪ɔ́ ɛ̀ðɛ̀,já ít̪ɔ̀ ɛ̀ðɛ̀,n/a,i a i t̪ a ɛ,test
jáít̪ɔ́ ɛ̀ðɛ̀,já ít̪ɔ̀ ɛ̀ðɛ̀,n/a,j ɛ t̪ a j l ɛ,test
jàìt̪ɔ́ ɛ́ðɛ̀,já ìt̪ɔ́ ɛ́ðɛ̀,‘chew meat for someone far away!,i a j t̪ ɔ ɛ n e,test
jàìt̪ɔ́ ɛ́ðɛ̀,já ìt̪ɔ́ ɛ́ðɛ̀,n/a,i ɛ j t̪ a ɛ l ə,test
jàìt̪ɔ́ ɛ́ðɛ̀,já ìt̪ɔ́ ɛ́ðɛ̀,n/a,i a t̪ ɔ ɛ n e,test
jàìt̪ɔ́ ɛ́ðɛ̀,já ìt̪ɔ́ ɛ́ðɛ̀,n/a,i e t̪ o ɛ r e,test
jáít̪ɔ́ ɛ̀ðɛ̀,já ít̪ɔ̀ ɛ̀ðɛ̀,n/a,j e t̪ o e ð e,test
jáít̪ɔ́ ɛ̀ðɛ̀,já ít̪ɔ̀ ɛ̀ðɛ̀,n/a,j a j t̪ ɔ ɛ l e,test
jàìt̪ɔ́ ɛ́ðɛ̀,já ìt̪ɔ́ ɛ́ðɛ̀,n/a,j ə j t̪ o ɛ ð a,test
jàìt̪ɔ́ ɛ́ðɛ̀,já ìt̪ɔ́ ɛ́ðɛ̀,n/a,i a j t̪ ɔ ɛ ð a,test
t̪ɔ́ súɽù,t̪ɔ́ súɽú,drink beer!,t̪ o s u l u,test
t̪ɔ́ súɽù,t̪ɔ́ súɽú,n/a,o s o ɾ ʊ,test
t̪ɔ́ súɽù,t̪ɔ́ súɽú,n/a,t̪ a s o ɾ ʊ,test
t̪ɔ́ súɽù,t̪ɔ́ súɽú,n/a,t̪ o s u ɾ o,test
və́lɛ́cí,və́lɛ́cí,visit!,b l e c i,test
úd̪ɔ́ ŋàɽà,úd̪ɔ́ ŋàɽà,n/a,ʊ d̪ o a ɾ a,test
ùd̪ɔ́ ŋàɽà,ùd̪ɔ́ ŋàɽà,Blow candle (far),d̪ o m a ɾ a,test
ùd̪ɔ́ ŋàɽà,ùd̪ɔ́ ŋàɽà,n/a,ʊ d̪ o n a ɾ a,test
ɽíɲɔ́ ŋàɽǎ,ɽíɲɔ́ ŋàɽà,n/a,t ɛ n j ɔ a l a,test
ùdɔ́ ðùɽì,ùdó ðùɽì,n/a,d o m u l ɪ,test
káɾó ðùɽí,káɾó ðùɽì,break  wood!,k a r o d̪ ʊ l i,test
káɾó ðùɽì,káɾó ðùɽì,n/a,k a ɾ ɛ r u l ɪ,test
àŋnɔ̀,àŋnɔ̀,n/a,a ŋ n o,test
kìjɔ́ ŋɔ́mɔ̀ tàsà,kìjɔ́ ŋɔ́mɔ̀ tòsà,he ate every piece of bread,k w i a n o m o t̪ a s a,test
kìjɔ́ ŋɔ́mɔ̀ tàsà,kìjɔ́ ŋɔ́mɔ̀ tòsà,n/a,ɟ a l o m o t a s a,test
tàsà,tòsà,every,t a s a,test
kárɔ́,káɾɔ́,n/a,k a r o,test
kárɔ̀,kârɔ̀,n/a,k a r o,test
kámàɽàŋá,kámàɽàŋá,n/a,k a m a l a ŋ a,test
èmáð,èmàð,n/a,i m a l,test
lòrô,lòró,n/a,o r o,test
ŋòrô,ŋòró,n/a,m r ɔ,test
ɽìt̪í,ɽìt̪ì,n/a,l e t̪ i,test
òló,òló,n/a,ɔ n o,test
ùðɛ̀,ùðɛ̀,n/a,o l e,test
nùðɛ̀,nùðɛ̀,n/a,o ð e,test
ə́rdɔ́,írdɔ́,n/a,r d̪ o,test
ábúðú,ábúðú,n/a,a b o ð o,test
ə́rðɔ́,áɾðɔ́,n/a,r d̪ o,test
ə́rðɔ́,áɾðɔ́,n/a,ɔ r d̪ o,test
ámúðɛ́,ámúðɛ́,n/a,a m u ð e,test
ùrɔ́,ùrɔ́,n/a,r o,test
ùrɔ́,ùrɔ́,n/a,r l,test
ùrɔ́,ùrɔ́,n/a,r ɔ,test
ùrɔ́,ùrɔ́,n/a,a r ɛ s,test
pínɔ̂,pínɔ̀,swim,p e n o,test
pɔ́ ðùɽì,pɔ́ ðùɽì,hit the wood,p o v u l ɪ,test
pɔ́ ðùɽì,pɔ́ ðùɽì,n/a,p a ð o ɾ a,test
pɔ́ ðùɽì,pɔ́ ðùɽì,n/a,p o d̪ ʊ l i,test
pɔ́ ðùɽì,pɔ́ ðùɽì,n/a,p o ð ʊ l i,test
pɔ́ ðùɽì,pɔ́ ðùɽì,n/a,p ɔ ð ʊ l ɪ,test
ɲóɽê,ɲɔ́ɽɛ̀,n/a,ŋ o l e,test
mɜ́ðínò,mɛ́ðìnɔ̀,‘shave yourself bald!’,m v i n o,test
mɜ́ðɔ́,mɛ́ðɔ́,‘shave bald!’,m e ð o,test
àrðá írɔ̀,àɾðá írɔ́,cut someone's hair (far),r ð a i r o,test
àrðá írɔ̀,àɾðá írɔ́,n/a,a r l o i r o,test
álkúrcì,álkúrcì,money,a l o k u r c ɪ,test
álkúrcì,álkúrcì,n/a,a l k u r c i,test
