,src,ref,mBART_hand_label_pred,canary_pred
722,kúkù kát̪ìjé ápɾíɲà,Kuku will make the boy get lost (far),Kuku will make the boy sleep (far),"Hypothesis(score=0.0, y_sequence=tensor([1358, 2032, 2049, 2032, 1154, 2030, 1792, 1203, 1191, 1690]), text='Kuku drank the boy', dec_out=None, dec_state=None, timestamp=[], alignments=None, frame_confidence=None, token_confidence=None, word_confidence=None, length=0, y=None, lm_state=None, lm_scores=None, ngram_lm_state=None, tokens=None, last_token=None, token_duration=None, last_frame=None)"
723,kúkù kát̪ìjí ápɾíɲà,Kuku will make the boy drink (far),Kuku will make the boy sleep (far),"Hypothesis(score=0.0, y_sequence=tensor([1358, 2032, 2049, 2032, 1172, 1379, 1154, 2030, 1635, 1203, 1191, 1690]), text='Kuku will drink the boy', dec_out=None, dec_state=None, timestamp=[], alignments=None, frame_confidence=None, token_confidence=None, word_confidence=None, length=0, y=None, lm_state=None, lm_scores=None, ngram_lm_state=None, tokens=None, last_token=None, token_duration=None, last_frame=None)"
724,ùɾnɔ̀ kɛ̀lɛ̀ŋìt̪ɔ́ ðɛ̀ɲú t̪á t̪ʊ̀lí t̪àmə̀ɾðɔ́ ŋɛ́nɛ̀,grandpa knew the lion bit the dog,grandfather told me the lion bit the dog,"Hypothesis(score=0.0, y_sequence=tensor([1434, 1271, 2041, 1185, 1679, 1887, 1262, 1630, 2034, 1203, 1163, 1226,
        1191, 1177, 1421, 2039]), text='grandfather who killed the lion bit dog', dec_out=None, dec_state=None, timestamp=[], alignments=None, frame_confidence=None, token_confidence=None, word_confidence=None, length=0, y=None, lm_state=None, lm_scores=None, ngram_lm_state=None, tokens=None, last_token=None, token_duration=None, last_frame=None)"
725,ðə́pɔ́ ðə̀píŋí ápɾíɲá ðìcɔ̀,my beating of the boy is bad,the boy that the boy pushed is bad,"Hypothesis(score=0.0, y_sequence=tensor([1358, 2032, 2049, 2032, 2043, 1203, 1263, 1185, 1219, 1253, 1203, 1191,
        1690, 1239, 1191, 1212]), text='Kuku, the beating of the boy is bad', dec_out=None, dec_state=None, timestamp=[], alignments=None, frame_confidence=None, token_confidence=None, word_confidence=None, length=0, y=None, lm_state=None, lm_scores=None, ngram_lm_state=None, tokens=None, last_token=None, token_duration=None, last_frame=None)"
726,ðə́pínɔ́ ðìcɔ̀,getting beaten is bad,be weak,"Hypothesis(score=0.0, y_sequence=tensor([1263, 1185, 1219, 1239, 1191, 1212]), text='beating is bad', dec_out=None, dec_state=None, timestamp=[], alignments=None, frame_confidence=None, token_confidence=None, word_confidence=None, length=0, y=None, lm_state=None, lm_scores=None, ngram_lm_state=None, tokens=None, last_token=None, token_duration=None, last_frame=None)"
727,ðə́pɔ́ ðìcɔ̀,beating is bad,beat the drum,"Hypothesis(score=0.0, y_sequence=tensor([1358, 2032, 2049, 2032, 1239, 1191, 1212]), text='Kuku is bad', dec_out=None, dec_state=None, timestamp=[], alignments=None, frame_confidence=None, token_confidence=None, word_confidence=None, length=0, y=None, lm_state=None, lm_scores=None, ngram_lm_state=None, tokens=None, last_token=None, token_duration=None, last_frame=None)"
728,ðə́píðɔ́ ðìcɔ̀,beating someone/fighting is bad,To beat is bad,"Hypothesis(score=0.0, y_sequence=tensor([1267, 2045, 1190, 1185, 1679, 1239, 1191, 1212]), text='My father is bad', dec_out=None, dec_state=None, timestamp=[], alignments=None, frame_confidence=None, token_confidence=None, word_confidence=None, length=0, y=None, lm_state=None, lm_scores=None, ngram_lm_state=None, tokens=None, last_token=None, token_duration=None, last_frame=None)"
729,àɾò kìcə̀lù,his sibling is good,The brother is good.,"Hypothesis(score=0.0, y_sequence=tensor([1205, 1237, 1191, 1209, 1711, 1239, 1451, 1547]), text='your brother is good', dec_out=None, dec_state=None, timestamp=[], alignments=None, frame_confidence=None, token_confidence=None, word_confidence=None, length=0, y=None, lm_state=None, lm_scores=None, ngram_lm_state=None, tokens=None, last_token=None, token_duration=None, last_frame=None)"
730,ɔ̀ɾà kìcə̀lù,a sibling is good,The brother is good.,"Hypothesis(score=0.0, y_sequence=tensor([1697, 2023, 2122, 2024, 2054, 1590, 2121, 1191, 1209, 1711, 1239, 1451,
        1547]), text='our (excl) brother is good', dec_out=None, dec_state=None, timestamp=[], alignments=None, frame_confidence=None, token_confidence=None, word_confidence=None, length=0, y=None, lm_state=None, lm_scores=None, ngram_lm_state=None, tokens=None, last_token=None, token_duration=None, last_frame=None)"
731,ɔ̀ɾàí kícə̀lù,your/yall's brother is good,our (excl) brother is good,"Hypothesis(score=0.0, y_sequence=tensor([1687, 1191, 1209, 1711, 1239, 1451, 1547]), text='my brother is good', dec_out=None, dec_state=None, timestamp=[], alignments=None, frame_confidence=None, token_confidence=None, word_confidence=None, length=0, y=None, lm_state=None, lm_scores=None, ngram_lm_state=None, tokens=None, last_token=None, token_duration=None, last_frame=None)"
732,ɔ̀ɾàlí kícə̀lù,our (dual) brother is goodff,our brother is good,"Hypothesis(score=0.0, y_sequence=tensor([1697, 2023, 2122, 1465, 1192, 2121, 1191, 1209, 1711, 1239, 1451, 1547]), text='our (dual) brother is good', dec_out=None, dec_state=None, timestamp=[], alignments=None, frame_confidence=None, token_confidence=None, word_confidence=None, length=0, y=None, lm_state=None, lm_scores=None, ngram_lm_state=None, tokens=None, last_token=None, token_duration=None, last_frame=None)"
733,kúkù kákáɾìðàǎ,Kuku will break something,Kuku will break (something),"Hypothesis(score=0.0, y_sequence=tensor([1358, 2032, 2049, 2032, 1172, 1379, 1191, 1167, 1746, 1536, 1229, 2036,
        1219]), text='Kuku will break something', dec_out=None, dec_state=None, timestamp=[], alignments=None, frame_confidence=None, token_confidence=None, word_confidence=None, length=0, y=None, lm_state=None, lm_scores=None, ngram_lm_state=None, tokens=None, last_token=None, token_duration=None, last_frame=None)"
734,kúkù gákáɾìðàǎ,Kuku will break something,Kuku will break (something),"Hypothesis(score=0.0, y_sequence=tensor([1358, 2032, 2049, 2032, 1191, 1209, 1331, 1536, 1229, 2036, 1219]), text='Kuku broke something', dec_out=None, dec_state=None, timestamp=[], alignments=None, frame_confidence=None, token_confidence=None, word_confidence=None, length=0, y=None, lm_state=None, lm_scores=None, ngram_lm_state=None, tokens=None, last_token=None, token_duration=None, last_frame=None)"
735,kúkù kɛ̀mìɲɔ̀,Kuku came out,Kuku came out,"Hypothesis(score=0.0, y_sequence=tensor([1358, 2032, 2049, 2032, 1164, 1729, 1763, 2027, 1596]), text='Kuku came outside', dec_out=None, dec_state=None, timestamp=[], alignments=None, frame_confidence=None, token_confidence=None, word_confidence=None, length=0, y=None, lm_state=None, lm_scores=None, ngram_lm_state=None, tokens=None, last_token=None, token_duration=None, last_frame=None)"
736,kúkù kɛ̀ìdù,Kuku fell,Kuku fell,"Hypothesis(score=0.0, y_sequence=tensor([1358, 2032, 2049, 2032, 1154, 2030, 1792]), text='Kuku drank', dec_out=None, dec_state=None, timestamp=[], alignments=None, frame_confidence=None, token_confidence=None, word_confidence=None, length=0, y=None, lm_state=None, lm_scores=None, ngram_lm_state=None, tokens=None, last_token=None, token_duration=None, last_frame=None)"
737,kúkù kɛ̀ìdú tə́màn,Kuku fell quickly,Kuku fell quickly,"Hypothesis(score=0.0, y_sequence=tensor([1358, 2032, 2049, 2032, 1784, 1214, 1458, 1854, 2024]), text='Kuku fell at home', dec_out=None, dec_state=None, timestamp=[], alignments=None, frame_confidence=None, token_confidence=None, word_confidence=None, length=0, y=None, lm_state=None, lm_scores=None, ngram_lm_state=None, tokens=None, last_token=None, token_duration=None, last_frame=None)"
738,kúkù kàídì tə̀màn,Kuku fell quickly (and left),Kuku fell quickly (and left),"Hypothesis(score=0.0, y_sequence=tensor([1358, 2032, 2049, 2032, 1157, 1193, 1638, 1547, 1241, 1240, 1595]), text='Kuku ate food and left', dec_out=None, dec_state=None, timestamp=[], alignments=None, frame_confidence=None, token_confidence=None, word_confidence=None, length=0, y=None, lm_state=None, lm_scores=None, ngram_lm_state=None, tokens=None, last_token=None, token_duration=None, last_frame=None)"
739,àpɾí jɛ̀ìdìjé kúkùŋù,the boy made Kuku fall,the boy became very bad,"Hypothesis(score=0.0, y_sequence=tensor([1203, 1191, 1690, 1169, 1849, 1358, 2032, 2049, 2032, 2051, 2027, 1191,
        1167, 1212, 2023, 2122, 2041, 1174, 2121]), text=""the boy made Kuku's bread (far)"", dec_out=None, dec_state=None, timestamp=[], alignments=None, frame_confidence=None, token_confidence=None, word_confidence=None, length=0, y=None, lm_state=None, lm_scores=None, ngram_lm_state=None, tokens=None, last_token=None, token_duration=None, last_frame=None)"
740,àpɾí jàídíjì kúkùŋù,the boy made Kuku fall (and left),the boy liked Kuku,"Hypothesis(score=0.0, y_sequence=tensor([1203, 1191, 1690, 1366, 1169, 1849, 1691, 1358, 2032, 2049, 2032]), text='the boy was made by Kuku', dec_out=None, dec_state=None, timestamp=[], alignments=None, frame_confidence=None, token_confidence=None, word_confidence=None, length=0, y=None, lm_state=None, lm_scores=None, ngram_lm_state=None, tokens=None, last_token=None, token_duration=None, last_frame=None)"
741,àpɾí jáídìjɔ̀ kúkùŋù,the boy will make Kuku fall,the boy will make Kuku eat,"Hypothesis(score=0.0, y_sequence=tensor([1203, 1191, 1690, 1172, 1379, 1263, 1157, 1193, 1358, 2032, 2049, 2032,
        2023, 2122, 2041, 1174, 2121]), text='the boy will be ate Kuku (far)', dec_out=None, dec_state=None, timestamp=[], alignments=None, frame_confidence=None, token_confidence=None, word_confidence=None, length=0, y=None, lm_state=None, lm_scores=None, ngram_lm_state=None, tokens=None, last_token=None, token_duration=None, last_frame=None)"
742,àpɾí jáìdìjé kúkùŋù,the boy will make Kuku fall (far),the boy became a shepherd for Kuku,"Hypothesis(score=0.0, y_sequence=tensor([1203, 1191, 1690, 1172, 1379, 1263, 1185, 1358, 2032, 2049, 2032, 2023,
        2122, 2041, 1174, 2121]), text='the boy will beat Kuku (far)', dec_out=None, dec_state=None, timestamp=[], alignments=None, frame_confidence=None, token_confidence=None, word_confidence=None, length=0, y=None, lm_state=None, lm_scores=None, ngram_lm_state=None, tokens=None, last_token=None, token_duration=None, last_frame=None)"
743,kúkù kàútíðìjì àpɾíɲá lɛ́ŋgɛ̀n,Kuku made the boy call his mom (and left),Kuku made the boy break bread (and left),"Hypothesis(score=0.0, y_sequence=tensor([1358, 2032, 2049, 2032, 1191, 1218, 1596, 2034, 1712, 1956]), text='Kuku braided his mom', dec_out=None, dec_state=None, timestamp=[], alignments=None, frame_confidence=None, token_confidence=None, word_confidence=None, length=0, y=None, lm_state=None, lm_scores=None, ngram_lm_state=None, tokens=None, last_token=None, token_duration=None, last_frame=None)"
744,kúkù káútìðìjɔ̀ àpɾíɲá lɛ́ŋgɛ̀n,Kuku will make the boy  call his mom,Kuku will make the boy break bread with his mom,"Hypothesis(score=0.0, y_sequence=tensor([1358, 2032, 2049, 2032, 1172, 1379, 1164, 1505, 1203, 1163, 1226, 2051,
        2027, 1191, 1690, 1712, 1956]), text=""Kuku will call the lion's boy his mom"", dec_out=None, dec_state=None, timestamp=[], alignments=None, frame_confidence=None, token_confidence=None, word_confidence=None, length=0, y=None, lm_state=None, lm_scores=None, ngram_lm_state=None, tokens=None, last_token=None, token_duration=None, last_frame=None)"
745,kúkù káùtìðìjí àpɾíɲá lɛ́ŋgɛ̀n,Kuku will make the boy call his mom (far),Kuku will make the boy return from the field (far),"Hypothesis(score=0.0, y_sequence=tensor([1358, 2032, 2049, 2032, 1172, 1379, 1164, 1505, 1203, 1191, 1690, 2051,
        2027, 1393, 1711]), text=""Kuku will call the boy's mother"", dec_out=None, dec_state=None, timestamp=[], alignments=None, frame_confidence=None, token_confidence=None, word_confidence=None, length=0, y=None, lm_state=None, lm_scores=None, ngram_lm_state=None, tokens=None, last_token=None, token_duration=None, last_frame=None)"
746,kúkù kùɽcìjí ápɾíɲà,Kuku made the boy jump,Kuku will make the boy sleep (far),"Hypothesis(score=0.0, y_sequence=tensor([1358, 2032, 2049, 2032, 1172, 1379, 1297, 1331, 1203, 1191, 1690, 1191,
        1167, 1746, 1157, 1158, 2027, 2044, 2049]), text='Kuku will make the boy break a sswk', dec_out=None, dec_state=None, timestamp=[], alignments=None, frame_confidence=None, token_confidence=None, word_confidence=None, length=0, y=None, lm_state=None, lm_scores=None, ngram_lm_state=None, tokens=None, last_token=None, token_duration=None, last_frame=None)"
747,kúkù kàúɽcíjì àpɾíɲà,Kuku made the boy jump (and left),Kuku made the boy return,"Hypothesis(score=0.0, y_sequence=tensor([1358, 2032, 2049, 2032, 1172, 1379, 1297, 1331, 1203, 1191, 1690, 1222,
        1261, 2038, 2023, 2122, 2041, 1174, 2121]), text='Kuku will make the boy jump (far)', dec_out=None, dec_state=None, timestamp=[], alignments=None, frame_confidence=None, token_confidence=None, word_confidence=None, length=0, y=None, lm_state=None, lm_scores=None, ngram_lm_state=None, tokens=None, last_token=None, token_duration=None, last_frame=None)"
748,kúkù káúɽcìjɔ̀ àpɾíɲà,Kuku will make the boy jump,Kuku will make the boy return,"Hypothesis(score=0.0, y_sequence=tensor([1358, 2032, 2049, 2032, 1172, 1379, 1588, 2026, 1331, 1203, 1191, 1690]), text='Kuku will shake the boy', dec_out=None, dec_state=None, timestamp=[], alignments=None, frame_confidence=None, token_confidence=None, word_confidence=None, length=0, y=None, lm_state=None, lm_scores=None, ngram_lm_state=None, tokens=None, last_token=None, token_duration=None, last_frame=None)"
749,kúkù káùɽcìjí ápɾíɲà,Kuku will make the boy jump (far),Kuku will make the boy return,"Hypothesis(score=0.0, y_sequence=tensor([1358, 2032, 2049, 2032, 1172, 1379, 1610, 1167, 1212, 1203, 1191, 1690]), text='Kuku will spread the boy', dec_out=None, dec_state=None, timestamp=[], alignments=None, frame_confidence=None, token_confidence=None, word_confidence=None, length=0, y=None, lm_state=None, lm_scores=None, ngram_lm_state=None, tokens=None, last_token=None, token_duration=None, last_frame=None)"
750,kúkù kùɽðìjí ápɾíɲ,Kuku made the boy return,Kuku will make the boy sleep (far),"Hypothesis(score=0.0, y_sequence=tensor([1358, 2032, 2049, 2032, 1172, 1379, 1263, 1185, 1203, 1191, 1690]), text='Kuku will beat the boy', dec_out=None, dec_state=None, timestamp=[], alignments=None, frame_confidence=None, token_confidence=None, word_confidence=None, length=0, y=None, lm_state=None, lm_scores=None, ngram_lm_state=None, tokens=None, last_token=None, token_duration=None, last_frame=None)"
751,kúkù kàúɽðíjì àpɾíɲà,Kuku made the boy return (and left),Kuku made the boy return,"Hypothesis(score=0.0, y_sequence=tensor([1358, 2032, 2049, 2032, 1172, 1379, 1297, 1331, 1203, 1191, 1690, 1243,
        1168, 1157, 2044, 1364]), text='Kuku will make the boy run away', dec_out=None, dec_state=None, timestamp=[], alignments=None, frame_confidence=None, token_confidence=None, word_confidence=None, length=0, y=None, lm_state=None, lm_scores=None, ngram_lm_state=None, tokens=None, last_token=None, token_duration=None, last_frame=None)"
752,kúkù kàúɽðìjì àpɾíɲà,Kuku made the boy return (and left),Kuku made the boy return,"Hypothesis(score=0.0, y_sequence=tensor([1358, 2032, 2049, 2032, 1172, 1379, 1297, 1331, 1203, 1191, 1690, 1243,
        1168, 1340, 1301]), text='Kuku will make the boy run for me', dec_out=None, dec_state=None, timestamp=[], alignments=None, frame_confidence=None, token_confidence=None, word_confidence=None, length=0, y=None, lm_state=None, lm_scores=None, ngram_lm_state=None, tokens=None, last_token=None, token_duration=None, last_frame=None)"
753,kúkù káùɽìðìjí ápɾíɲà,Kuku will make the boy return (far),Kuku will make the boy return (far),"Hypothesis(score=0.0, y_sequence=tensor([1358, 2032, 2049, 2032, 1172, 1379, 1297, 1331, 1203, 1191, 1690, 1231,
        2029, 1206, 2025, 2023, 2122, 2026, 2044, 1364, 2121]), text='Kuku will make the boy return (away)', dec_out=None, dec_state=None, timestamp=[], alignments=None, frame_confidence=None, token_confidence=None, word_confidence=None, length=0, y=None, lm_state=None, lm_scores=None, ngram_lm_state=None, tokens=None, last_token=None, token_duration=None, last_frame=None)"
